&{Gid:61691 Gname:M4A4 | 合纵 (略有磨损) CnyPrice:427.77}
&{Gid:48513 Gname:MAG-7 | 威吓者 (久经沙场) CnyPrice:17.65}
&{Gid:45935 Gname:M4A1 消音型 | 毁灭者 2000 (战痕累累) CnyPrice:48.20}
&{Gid:51893 Gname:M4A1 消音型 | 伊卡洛斯殒落 (略有磨损) CnyPrice:2250.00}
&{Gid:272 Gname:沙漠之鹰 | 大佬龙 (略有磨损) CnyPrice:97.00}
&{Gid:47628 Gname:AWP | 冥界之河 (崭新出厂) CnyPrice:18.49}
&{Gid:101899 Gname:印花 | Team Spirit（全息）| 2022年安特卫普锦标赛 CnyPrice:16.00}
&{Gid:53411 Gname:SSG 08 | 水中之血 (久经沙场) CnyPrice:233.00}
&{Gid:53467 Gname:海豹短刀（★） | 人工染色 (略有磨损) CnyPrice:925.00}
&{Gid:102271 Gname:印花 | broky（金色，冠军） | 2022年安特卫普锦标赛 CnyPrice:29.99}
&{Gid:34694 Gname:法玛斯 | 机械工业 (崭新出厂) CnyPrice:39.00}
&{Gid:60039 Gname:折叠刀（★ StatTrak™） | 黑色层压板 (略有磨损) CnyPrice:1299.50}
&{Gid:102382 Gname:截短霰弹枪（StatTrak™） | 么么 (略有磨损) CnyPrice:110.00}
&{Gid:102035 Gname:印花 | 9z Team（金色）| 2022年安特卫普锦标赛 CnyPrice:32.70}
&{Gid:102828 Gname:印花 | cadiaN（金色）| 2022年里约热内卢锦标赛 CnyPrice:81.00}
&{Gid:50879 Gname:短剑（★） | 北方森林 (破损不堪) CnyPrice:905.00}
&{Gid:55428 Gname:短剑（★ StatTrak™） | 渐变之色 (崭新出厂) CnyPrice:4148.00}
&{Gid:2403 Gname:G3SG1 | 公海 (崭新出厂) CnyPrice:14.70}
&{Gid:46848 Gname:刺刀（★） | 蓝钢 (久经沙场) CnyPrice:1670.00}
&{Gid:60617 Gname:爪子刀（★ StatTrak™） | 都市伪装 (战痕累累) CnyPrice:2988.00}
&{Gid:49338 Gname:刺刀（★） | 黑色层压板 (略有磨损) CnyPrice:2038.00}
&{Gid:48951 Gname:AWP | 粉红 DDPAT (崭新出厂) CnyPrice:550.00}
&{Gid:2100 Gname:AK-47 | 幻影破坏者 (崭新出厂) CnyPrice:66.00}
&{Gid:101776 Gname:印花 | 9z Team（全息）| 2022年安特卫普锦标赛 CnyPrice:30.00}
&{Gid:45779 Gname:USP 消音版（StatTrak™） | 黑色魅影 (略有磨损) CnyPrice:362.00}
&{Gid:44676 Gname:MP7 | 渐变之色 (略有磨损) CnyPrice:43.00}
&{Gid:47412 Gname:SSG 08（StatTrak™） | 抖枪 (崭新出厂) CnyPrice:74.00}
&{Gid:45608 Gname:M4A4（StatTrak™） | X 射线 (崭新出厂) CnyPrice:388.88}
&{Gid:6266 Gname:AK-47 | 深海复仇 (破损不堪) CnyPrice:110.00}
&{Gid:101924 Gname:印花 | Complexity Gaming（全息）| 2022年安特卫普锦标赛 CnyPrice:36.00}
&{Gid:101266 Gname:M4A4（纪念品） | 红色 DDPAT (略有磨损) CnyPrice:43.00}
&{Gid:61512 Gname:SSG 08 | 速度激情 (略有磨损) CnyPrice:36.00}
&{Gid:52615 Gname:刺刀（★） | 人工染色 (战痕累累) CnyPrice:1420.00}
&{Gid:47044 Gname:M9 刺刀（★） | 大马士革钢 (崭新出厂) CnyPrice:3560.00}
&{Gid:60676 Gname:暗影双匕（★） | 表面淬火 (崭新出厂) CnyPrice:1150.00}
&{Gid:2298 Gname:爪子刀（★） | 黑色层压板 (久经沙场) CnyPrice:4948.80}
&{Gid:1651 Gname:加利尔 AR | 冷石 (略有磨损) CnyPrice:17.00}
&{Gid:10850 Gname:SCAR-20 | 血腥运动 (崭新出厂) CnyPrice:38.00}
&{Gid:2310 Gname:SG 553 | 次时代 (略有磨损) CnyPrice:36.50}
&{Gid:44830 Gname:AWP（StatTrak™） | 黑色魅影 (略有磨损) CnyPrice:389.00}
&{Gid:44578 Gname:折叠刀（★） | 自动化 (略有磨损) CnyPrice:1918.00}
&{Gid:102440 Gname:USP 消音版（StatTrak™） | 印花集 (崭新出厂) CnyPrice:2599.00}
&{Gid:2591 Gname:Tec-9 | 燃料喷射器 (崭新出厂) CnyPrice:67.00}
&{Gid:54131 Gname:USP 消音版 | 倒吊人 (破损不堪) CnyPrice:65.68}
&{Gid:101962 Gname:印花 | ropz（金色） | 2022年安特卫普锦标赛 CnyPrice:94.50}
&{Gid:44746 Gname:AK-47（StatTrak™） | 精英之作 (战痕累累) CnyPrice:19.80}
&{Gid:46442 Gname:音乐盒 | Damjan Mravunac - 塔罗斯的法则 CnyPrice:28.99}
&{Gid:43768 Gname:双持贝瑞塔 | 血红蛋白 (崭新出厂) CnyPrice:47.90}
&{Gid:45611 Gname:M4A1 消音型（StatTrak™） | 梦魇 (久经沙场) CnyPrice:115.00}
&{Gid:56468 Gname:折叠刀（★） | 大马士革钢 (破损不堪) CnyPrice:970.00}
&{Gid:47355 Gname:AK-47 | 复古浪潮 (崭新出厂) CnyPrice:49.00}
&{Gid:61510 Gname:SSG 08 | 速度激情 (崭新出厂) CnyPrice:62.00}
&{Gid:47089 Gname:折刀（★） | 致命紫罗兰 (久经沙场) CnyPrice:555.00}
&{Gid:57052 Gname:M9 刺刀（★ StatTrak™） | 表面淬火 (久经沙场) CnyPrice:3148.50}
&{Gid:49715 Gname:印花 | keshandr（闪亮）| 2017年克拉科夫锦标赛 CnyPrice:2054.00}
&{Gid:4364 Gname:截短霰弹枪 | 吞噬 (略有磨损) CnyPrice:30.00}
&{Gid:45929 Gname:CZ75（StatTrak™） | 经济 (崭新出厂) CnyPrice:40.00}
&{Gid:49762 Gname:M4A4（StatTrak™） | 地狱烈焰 (崭新出厂) CnyPrice:711.00}
&{Gid:46260 Gname:M4A4（StatTrak™） | 弹雨 (崭新出厂) CnyPrice:865.00}
&{Gid:52304 Gname:M4A4（StatTrak™） | 皇帝 (崭新出厂) CnyPrice:2550.00}
&{Gid:62006 Gname:猎杀者匕首（★） | 自动化 (略有磨损) CnyPrice:1155.00}
&{Gid:991 Gname:CZ75（StatTrak™） | 战术高手 (略有磨损) CnyPrice:10.53}
&{Gid:56596 Gname:M9 刺刀（★ StatTrak™） | 自由之手 (久经沙场) CnyPrice:2750.00}
&{Gid:53493 Gname:加利尔 AR | 迷人眼 (战痕累累) CnyPrice:10.00}
&{Gid:43706 Gname:印花 | Team Kinguin | 2015年科隆锦标赛 CnyPrice:13.88}
&{Gid:2405 Gname:截短霰弹枪 | 启示录 (崭新出厂) CnyPrice:12.00}
&{Gid:49952 Gname:短剑（★） | 渐变大理石 (略有磨损) CnyPrice:2955.00}
&{Gid:45671 Gname:P250 | 翼击 (崭新出厂) CnyPrice:21.49}
&{Gid:13168 Gname:双持贝瑞塔 | 灾难 (崭新出厂) CnyPrice:26.55}
&{Gid:49813 Gname:穿肠刀（★） | 北方森林 (久经沙场) CnyPrice:460.00}
&{Gid:50236 Gname:熊刀（★ StatTrak™） | 虎牙 (崭新出厂) CnyPrice:1840.00}
&{Gid:52374 Gname:骷髅匕首（★） | 人工染色 (久经沙场) CnyPrice:2630.00}
&{Gid:43638 Gname:AK-47 | 霓虹革命 (崭新出厂) CnyPrice:296.90}
&{Gid:100557 Gname:加利尔 AR（纪念品） | 警告！ (久经沙场) CnyPrice:63.00}
&{Gid:50941 Gname:印花 | Avangar | 2018年波士顿锦标赛 CnyPrice:34.00}
&{Gid:2473 Gname:MAG-7（StatTrak™） | SWAG-7 (崭新出厂) CnyPrice:16.70}
&{Gid:54897 Gname:法玛斯（StatTrak™） | 雅典娜之眼 (崭新出厂) CnyPrice:156.00}
&{Gid:50046 Gname:蝴蝶刀（★） | 都市伪装 (破损不堪) CnyPrice:3290.00}
&{Gid:47204 Gname:求生匕首（★） | 夜色 (战痕累累) CnyPrice:618.00}
&{Gid:52705 Gname:暗影双匕（★） | 表面淬火 (久经沙场) CnyPrice:649.50}
&{Gid:47750 Gname:印花 | Xyp9x | 2017年克拉科夫锦标赛 CnyPrice:14.50}
&{Gid:14608 Gname:格洛克 18 型（StatTrak™） | 铁之作 (崭新出厂) CnyPrice:28.00}
&{Gid:52887 Gname:鲍伊猎刀（★） | 屠夫 (崭新出厂) CnyPrice:1370.00}
&{Gid:52303 Gname:短剑（★） | 深红之网 (略有磨损) CnyPrice:3200.00}
&{Gid:101551 Gname:AK-47 | 夜愿 (战痕累累) CnyPrice:56.80}
&{Gid:100360 Gname:猎杀者匕首（★） | 自动化 (破损不堪) CnyPrice:989.00}
&{Gid:50035 Gname:专业手套（★） | 翠绿之网 (战痕累累) CnyPrice:1649.00}
&{Gid:43522 Gname:AWP（StatTrak™） | 毛细血管 (略有磨损) CnyPrice:11.79}
&{Gid:47050 Gname:折叠刀（★） | 表面淬火 (久经沙场) CnyPrice:1240.00}
&{Gid:45153 Gname:M4A1 消音型 | 女火神之炽焰 (战痕累累) CnyPrice:75.00}
&{Gid:101536 Gname:双持贝瑞塔（StatTrak™） | 瓜瓜 (破损不堪) CnyPrice:18.00}
&{Gid:1488 Gname:法玛斯（StatTrak™） | 机械工业 (略有磨损) CnyPrice:56.50}
&{Gid:48667 Gname:蝴蝶刀（★） | 噩梦之夜 (破损不堪) CnyPrice:3839.50}
&{Gid:46880 Gname:AUG（StatTrak™） | 变色龙 (略有磨损) CnyPrice:68.00}
&{Gid:5468 Gname:M4A1 消音型 | 翼蜥 (略有磨损) CnyPrice:25.00}
&{Gid:50262 Gname:海豹短刀（★） | 森林 DDPAT (略有磨损) CnyPrice:694.00}
&{Gid:44208 Gname:AK-47（StatTrak™） | 二西莫夫 (久经沙场) CnyPrice:325.00}
&{Gid:2139 Gname:SSG 08 | 喋血战士 (久经沙场) CnyPrice:42.00}
&{Gid:2002 Gname:Tec-9 | 竹林 (崭新出厂) CnyPrice:42.50}
&{Gid:1056 Gname:马尔库斯·戴劳 | 联邦调查局（FBI）人质营救队 CnyPrice:11.00}
&{Gid:805 Gname:弹弓 | 凤凰战士 CnyPrice:11.47}
&{Gid:49516 Gname:求生匕首（★） | 都市伪装 (略有磨损) CnyPrice:670.00}
&{Gid:102330 Gname:AK-47 | 可燃冰 (战痕累累) CnyPrice:55.00}
&{Gid:45493 Gname:格洛克 18 型 | 子弹皇后 (崭新出厂) CnyPrice:290.00}
&{Gid:2621 Gname:P2000 | 银质 (崭新出厂) CnyPrice:52.00}
&{Gid:102346 Gname:P90（StatTrak™） | 给爷冲 (久经沙场) CnyPrice:10.29}
&{Gid:50523 Gname:摩托手套（★） | 第三特种兵连 (破损不堪) CnyPrice:430.00}
&{Gid:50660 Gname:猎杀者匕首（★） | 大马士革钢 (崭新出厂) CnyPrice:850.80}
&{Gid:1809 Gname:爪子刀（★） | 黑色层压板 (破损不堪) CnyPrice:4550.00}
&{Gid:102529 Gname:StatTrak™ 引爆器音乐盒集 CnyPrice:44.22}
&{Gid:2292 Gname:AK-47（StatTrak™） | 蓝色层压板 (略有磨损) CnyPrice:105.00}
&{Gid:52189 Gname:短剑（★） | 森林 DDPAT (破损不堪) CnyPrice:894.00}
&{Gid:62000 Gname:猎杀者匕首（★） | 澄澈之水 (崭新出厂) CnyPrice:775.00}
&{Gid:43647 Gname:USP 消音版 | 守护者 (久经沙场) CnyPrice:11.00}
&{Gid:2574 Gname:摩托手套（★） | 日蚀 (略有磨损) CnyPrice:2000.00}
&{Gid:46109 Gname:AK-47（StatTrak™） | 霓虹骑士 (崭新出厂) CnyPrice:1650.00}
&{Gid:101932 Gname:印花 | m0NESY（全息） | 2022年安特卫普锦标赛 CnyPrice:162.00}
&{Gid:51165 Gname:穿肠刀（★） | 澄澈之水 (略有磨损) CnyPrice:590.00}
&{Gid:49829 Gname:AK-47 | 丛林涂装 (破损不堪) CnyPrice:40.00}
&{Gid:58444 Gname:锯齿爪刀（★） | 枯焦之色 (崭新出厂) CnyPrice:2700.00}
&{Gid:52592 Gname:海豹短刀（★） | 深红之网 (破损不堪) CnyPrice:3060.00}
&{Gid:428 Gname:沙漠之鹰 | 机械工业 (久经沙场) CnyPrice:25.00}
&{Gid:102762 Gname:印花 | FURIA（全息）| 2022年里约热内卢锦标赛 CnyPrice:12.99}
&{Gid:46212 Gname:USP 消音版 | 宝蓝之色 (久经沙场) CnyPrice:57.98}
&{Gid:34842 Gname:格洛克 18 型（StatTrak™） | 城里的月光 (崭新出厂) CnyPrice:19.80}
&{Gid:61762 Gname:M4A1 消音型 | 紧迫危机 (久经沙场) CnyPrice:4140.00}
&{Gid:294 Gname:海豹短刀（★） | 森林 DDPAT (久经沙场) CnyPrice:660.00}
&{Gid:45370 Gname:AK-47（StatTrak™） | 前线迷雾 (略有磨损) CnyPrice:288.00}
&{Gid:2560 Gname:加利尔 AR（StatTrak™） | 经济 (略有磨损) CnyPrice:300.00}
&{Gid:61520 Gname:USP 消音版 | 黑莲花 (崭新出厂) CnyPrice:20.00}
&{Gid:46194 Gname:MP9（StatTrak™） | 红宝石毒镖 (崭新出厂) CnyPrice:35.00}
&{Gid:36192 Gname:UMP-45 | 动量 (略有磨损) CnyPrice:30.00}
&{Gid:51948 Gname:M9 刺刀（★ StatTrak™） | 黑色层压板 (战痕累累) CnyPrice:3999.00}
&{Gid:52557 Gname:M9 刺刀（★） | 多普勒 (略有磨损) CnyPrice:4450.00}
&{Gid:3126 Gname:双持贝瑞塔（纪念品） | 深蓝电镀处理 (崭新出厂) CnyPrice:33.99}
&{Gid:50125 Gname:“九头蛇大行动”武器箱 CnyPrice:89.98}
&{Gid:102805 Gname:印花 | torzsi（金色）| 2022年里约热内卢锦标赛 CnyPrice:69.80}
&{Gid:1712 Gname:USP 消音版 | 黑水 (略有磨损) CnyPrice:405.00}
&{Gid:44852 Gname:新星 | 惊惧骷髅 (崭新出厂) CnyPrice:37.00}
&{Gid:49571 Gname:印花 | G2 Esports（全息）| 2019年卡托维兹锦标赛 CnyPrice:44.00}
&{Gid:51473 Gname:新星 | 巴洛克之橙 (崭新出厂) CnyPrice:404.50}
&{Gid:51999 Gname:刺刀（★ StatTrak™） | 多普勒 (崭新出厂) CnyPrice:2980.00}
&{Gid:51887 Gname:印花 | 琼（全息） CnyPrice:20.00}
&{Gid:54396 Gname:蝴蝶刀（★） | 外表生锈 (破损不堪) CnyPrice:4130.00}
&{Gid:46169 Gname:M9 刺刀（★） | 蓝钢 (战痕累累) CnyPrice:2940.00}
&{Gid:2176 Gname:P250（StatTrak™） | X 射线 (略有磨损) CnyPrice:17.00}
&{Gid:47371 Gname:弯刀（★） | 表面淬火 (略有磨损) CnyPrice:960.00}
&{Gid:102706 Gname:印花 | Heroic（金色）| 2022年里约热内卢锦标赛 CnyPrice:40.50}
&{Gid:56951 Gname:折刀（★） | 都市伪装 (战痕累累) CnyPrice:411.00}
&{Gid:44427 Gname:P2000 | 至尊威龙 (战痕累累) CnyPrice:20.00}
&{Gid:1054 Gname:特种兵 | 联邦调查局（FBI）特警 CnyPrice:15.19}
&{Gid:1459 Gname:SSG 08 | 浮生如梦 (崭新出厂) CnyPrice:16.00}
&{Gid:45665 Gname:Tec-9（StatTrak™） | 艾萨克 (略有磨损) CnyPrice:29.99}
&{Gid:2434 Gname:M4A1 消音型 | 多变迷彩 (略有磨损) CnyPrice:10.88}
&{Gid:102097 Gname:印花 | JOTA（金色） | 2022年安特卫普锦标赛 CnyPrice:16.00}
&{Gid:45987 Gname:九头蛇手套（★） | 响尾蛇 (久经沙场) CnyPrice:303.00}
&{Gid:50256 Gname:沙漠之鹰（StatTrak™） | 纳迦蛇神 (战痕累累) CnyPrice:24.00}
&{Gid:403 Gname:AUG | 变色龙 (略有磨损) CnyPrice:25.80}
&{Gid:2411 Gname:沙漠之鹰 | 印花集 (战痕累累) CnyPrice:229.00}
&{Gid:44074 Gname:M4A4 | 沙漠精英 (崭新出厂) CnyPrice:49.00}
&{Gid:45728 Gname:格洛克 18 型（StatTrak™） | 钢铁禁锢 (略有磨损) CnyPrice:27.50}
&{Gid:530 Gname:九头蛇手套（★） | 红树林 (久经沙场) CnyPrice:290.00}
&{Gid:101534 Gname:MP7 | 幽幻深渊 (略有磨损) CnyPrice:22.98}
&{Gid:44728 Gname:生物防害专家 | 特警 CnyPrice:18.00}
&{Gid:45939 Gname:AK-47 | 复古浪潮 (破损不堪) CnyPrice:21.00}
&{Gid:222 Gname:MAG-7 | 正义 (久经沙场) CnyPrice:15.60}
&{Gid:45618 Gname:AK-47（StatTrak™） | 卡特尔 (崭新出厂) CnyPrice:274.00}
&{Gid:4360 Gname:折叠刀（★） | 传说 (崭新出厂) CnyPrice:3440.00}
&{Gid:53738 Gname:狂牙手套（★） | 精神错乱 (战痕累累) CnyPrice:333.90}
&{Gid:51830 Gname:刺刀（★） | 表面淬火 (破损不堪) CnyPrice:1900.00}
&{Gid:101418 Gname:AK-47（纪念品） | 美洲豹 (崭新出厂) CnyPrice:3400.00}
&{Gid:5588 Gname:截短霰弹枪 | 聚光灯 (崭新出厂) CnyPrice:14.00}
&{Gid:53815 Gname:M4A4（StatTrak™） | 活色生香 (久经沙场) CnyPrice:88.00}
&{Gid:305 Gname:加利尔 AR（StatTrak™） | 神祗 (略有磨损) CnyPrice:14.50}
&{Gid:52578 Gname:流浪者匕首（★） | 屠夫 (久经沙场) CnyPrice:2700.00}
&{Gid:61086 Gname:锯齿爪刀（★ StatTrak™） | 蓝钢 (战痕累累) CnyPrice:1999.00}
&{Gid:48598 Gname:新星 | 玩具士兵 (崭新出厂) CnyPrice:18.00}
&{Gid:9538 Gname:熊刀（★） | 狩猎网格 (久经沙场) CnyPrice:635.00}
&{Gid:6138 Gname:AK-47 | 皇后 (战痕累累) CnyPrice:116.00}
&{Gid:2394 Gname:M249 | 星云十字军 (略有磨损) CnyPrice:13.88}
&{Gid:54734 Gname:格洛克 18 型（StatTrak™） | 一目了然 (崭新出厂) CnyPrice:18.00}
&{Gid:43600 Gname:新星（StatTrak™） | 玩具士兵 (战痕累累) CnyPrice:12.90}
&{Gid:2595 Gname:M249 | 星云十字军 (崭新出厂) CnyPrice:19.99}
&{Gid:43921 Gname:加利尔 AR（StatTrak™） | 深红海啸 (略有磨损) CnyPrice:17.50}
&{Gid:1692 Gname:格洛克 18 型 | 鼬鼠 (崭新出厂) CnyPrice:16.50}
&{Gid:43722 Gname:M249 | 冲击钻 (崭新出厂) CnyPrice:20.50}
&{Gid:45632 Gname:熊刀（★） | 人工染色 (略有磨损) CnyPrice:849.90}
&{Gid:44681 Gname:AWP（StatTrak™） | 红线 (略有磨损) CnyPrice:695.00}
&{Gid:61406 Gname:AK-47（StatTrak™） | 抽象派 1337 (久经沙场) CnyPrice:244.00}
&{Gid:45682 Gname:系绳匕首（★） | 夜色 (战痕累累) CnyPrice:672.00}
&{Gid:44906 Gname:AWP（StatTrak™） | 亡灵之主 (崭新出厂) CnyPrice:140.00}
&{Gid:35225 Gname:裹手（★） | 防水布胶带 (破损不堪) CnyPrice:384.00}
&{Gid:44231 Gname:沙漠之鹰 | 飞行员 (崭新出厂) CnyPrice:650.00}
&{Gid:2159 Gname:FN57 | 暴怒野兽 (久经沙场) CnyPrice:115.00}
&{Gid:46542 Gname:M4A1 消音型（StatTrak™） | 闪回 (略有磨损) CnyPrice:33.79}
&{Gid:102955 Gname:印花 | b1t（全息）| 2022年里约热内卢锦标赛 CnyPrice:14.90}
&{Gid:2208 Gname:UMP-45（StatTrak™） | 动量 (久经沙场) CnyPrice:39.10}
&{Gid:36937 Gname:沙漠之鹰 | 午夜风暴 (久经沙场) CnyPrice:109.99}
&{Gid:44989 Gname:FN57（StatTrak™） | 童话城堡 (久经沙场) CnyPrice:105.00}
&{Gid:45961 Gname:AWP | 蠕虫之神 (破损不堪) CnyPrice:11.00}
&{Gid:61557 Gname:格洛克 18 型（StatTrak™） | 零食派对 (略有磨损) CnyPrice:110.00}
&{Gid:51492 Gname:骷髅匕首（★） | 北方森林 (战痕累累) CnyPrice:1515.00}
&{Gid:49996 Gname:印花 | Natus Vincere（金色）| 2020 RMR CnyPrice:21.00}
&{Gid:62009 Gname:猎杀者匕首（★） | 自由之手 (略有磨损) CnyPrice:780.00}
&{Gid:2170 Gname:M4A4 | 皇家圣骑士 (久经沙场) CnyPrice:36.00}
&{Gid:1458 Gname:M4A4 | 杀意大名 (久经沙场) CnyPrice:10.40}
&{Gid:102145 Gname:印花 | max（金色） | 2022年安特卫普锦标赛 CnyPrice:68.00}
&{Gid:47051 Gname:短剑（★） | 都市伪装 (略有磨损) CnyPrice:1300.00}
&{Gid:62207 Gname:印花 | 轻击 - 落日海洋（全息） CnyPrice:19.50}
&{Gid:48063 Gname:FN57 | 狩猎利器 (略有磨损) CnyPrice:19.00}
&{Gid:52711 Gname:摩托手套（★） | 清凉薄荷 (略有磨损) CnyPrice:4150.00}
&{Gid:46716 Gname:SG 553 | 路障 (久经沙场) CnyPrice:13.00}
&{Gid:9570 Gname:法玛斯 | 暗夜锁链 (崭新出厂) CnyPrice:16.00}
&{Gid:44375 Gname:USP 消音版 | 枪响人亡 (战痕累累) CnyPrice:201.00}
&{Gid:102329 Gname:P90 | 给爷冲 (崭新出厂) CnyPrice:16.50}
&{Gid:45713 Gname:AWP | 电子蜂巢 (久经沙场) CnyPrice:185.90}
&{Gid:50059 Gname:M4A4 | 现代猎手 (略有磨损) CnyPrice:320.00}
&{Gid:47599 Gname:MAC-10 | 潜行者 (崭新出厂) CnyPrice:314.00}
&{Gid:44687 Gname:AWP | 粉红 DDPAT (久经沙场) CnyPrice:123.50}
&{Gid:102165 Gname:印花 | Magisk（金色） | 2022年安特卫普锦标赛 CnyPrice:24.99}
&{Gid:57049 Gname:折刀（★） | 致命紫罗兰 (略有磨损) CnyPrice:600.00}
&{Gid:44833 Gname:M4A1 消音型 | 金蛇缠绕 (战痕累累) CnyPrice:130.00}
&{Gid:51430 Gname:新星 | 一见青心 (崭新出厂) CnyPrice:24.90}
&{Gid:61935 Gname:暗影双匕（★） | 传说 (战痕累累) CnyPrice:666.66}
&{Gid:100511 Gname:AK-47（纪念品） | 美洲豹 (久经沙场) CnyPrice:888.00}
&{Gid:101017 Gname:克拉斯沃特（三分熟） | 游击队 CnyPrice:40.65}
&{Gid:52733 Gname:M9 刺刀（★） | 狩猎网格 (破损不堪) CnyPrice:2080.00}
&{Gid:61561 Gname:沙漠之鹰 | 纵横波涛 (战痕累累) CnyPrice:72.00}
&{Gid:37038 Gname:AWP | 狮子之日 (久经沙场) CnyPrice:80.00}
&{Gid:101555 Gname:PP-野牛（StatTrak™） | 太空猫 (略有磨损) CnyPrice:11.89}
&{Gid:49789 Gname:锯齿爪刀（★） | 夜色 (久经沙场) CnyPrice:1580.00}
&{Gid:51523 Gname:爪子刀（★） | 噩梦之夜 (战痕累累) CnyPrice:3088.00}
&{Gid:101566 Gname:M4A1 消音型（StatTrak™） | 夜无眠 (略有磨损) CnyPrice:28.00}
&{Gid:43635 Gname:AK-47 | 混沌点阵 (崭新出厂) CnyPrice:149.00}
&{Gid:46318 Gname:MAC-10 | 渐变迪斯科 (战痕累累) CnyPrice:13.70}
&{Gid:48781 Gname:运动手套（★） | 双栖 (破损不堪) CnyPrice:4495.00}
&{Gid:103016 Gname:印花 | kabal（金色）| 2022年里约热内卢锦标赛 CnyPrice:120.00}
&{Gid:62078 Gname:弯刀（★） | 黑色层压板 (破损不堪) CnyPrice:590.00}
&{Gid:48229 Gname:摩托手套（★） | 血压 (略有磨损) CnyPrice:2680.00}
&{Gid:2301 Gname:沙漠之鹰 | 大佬龙 (崭新出厂) CnyPrice:149.00}
&{Gid:53670 Gname:短剑（★） | 都市伪装 (战痕累累) CnyPrice:660.00}
&{Gid:47043 Gname:系绳匕首（★） | 狩猎网格 (久经沙场) CnyPrice:559.00}
&{Gid:44809 Gname:AK-47 | 皇后 (破损不堪) CnyPrice:125.00}
&{Gid:44327 Gname:印花 | 独角兽（全息） CnyPrice:27.30}
&{Gid:53062 Gname:运动手套（★） | 夜行衣 (战痕累累) CnyPrice:1130.00}
&{Gid:46084 Gname:反恐精英 3 号武器箱 CnyPrice:32.00}
&{Gid:102528 Gname:音乐盒（StatTrak™） | Meechy Darko - 哥特浮华 CnyPrice:21.00}
&{Gid:44996 Gname:M4A1 消音型（StatTrak™） | 守护者 (久经沙场) CnyPrice:270.00}
&{Gid:4594 Gname:AK-47 | 翡翠细条纹 (战痕累累) CnyPrice:29.00}
&{Gid:1252 Gname:加利尔 AR | 燕尾 (崭新出厂) CnyPrice:12.60}
&{Gid:48386 Gname:海豹短刀（★） | 蓝钢 (战痕累累) CnyPrice:820.00}
&{Gid:48173 Gname:AWP（StatTrak™） | 浮生如梦 (崭新出厂) CnyPrice:173.90}
&{Gid:102653 Gname:印花 | Natus Vincere（全息）| 2022年里约热内卢锦标赛 CnyPrice:10.00}
&{Gid:60840 Gname:短剑（★ StatTrak™） | 致命紫罗兰 (久经沙场) CnyPrice:1400.00}
&{Gid:55948 Gname:海豹短刀（★） | 森林 DDPAT (战痕累累) CnyPrice:690.00}
&{Gid:54811 Gname:短剑（★） | 虎牙 (略有磨损) CnyPrice:2666.00}
&{Gid:2987 Gname:M4A4 | 死寂空间 (破损不堪) CnyPrice:26.00}
&{Gid:5290 Gname:PP-野牛 | 墨竹 (略有磨损) CnyPrice:20.00}
&{Gid:44469 Gname:锯齿爪刀（★） | 致命紫罗兰 (略有磨损) CnyPrice:2500.00}
&{Gid:49884 Gname:AK-47（StatTrak™） | 霓虹革命 (崭新出厂) CnyPrice:679.99}
&{Gid:101506 Gname:MP7 | 幽幻深渊 (破损不堪) CnyPrice:11.87}
&{Gid:3383 Gname:Tec-9 | 坍雪寒裘 (崭新出厂) CnyPrice:21.00}
&{Gid:57304 Gname:AWP（StatTrak™） | *嘣* (崭新出厂) CnyPrice:3150.00}
&{Gid:2703 Gname:AK-47 | 巴洛克之紫 (略有磨损) CnyPrice:28.00}
&{Gid:101554 Gname:MP7 | 幽幻深渊 (崭新出厂) CnyPrice:52.00}
&{Gid:59888 Gname:蝴蝶刀（★ StatTrak™） | 大马士革钢 (破损不堪) CnyPrice:4900.00}
&{Gid:47038 Gname:AWP（StatTrak™） | 火卫一 (略有磨损) CnyPrice:24.99}
&{Gid:101018 Gname:捕兽者 | 游击队 CnyPrice:29.99}
&{Gid:51891 Gname:M4A1 消音型（StatTrak™） | 二号玩家 (崭新出厂) CnyPrice:1030.00}
&{Gid:1945 Gname:XM1014 | 宁静 (久经沙场) CnyPrice:21.90}
&{Gid:1905 Gname:音乐盒（StatTrak™） | 多名作曲家 - 迈阿密热线 CnyPrice:41.50}
&{Gid:97 Gname:音乐盒 | Austin Wintory - 沙漠之焰 CnyPrice:28.20}
&{Gid:45483 Gname:骷髅匕首（★） | 人工染色 (破损不堪) CnyPrice:2250.00}
&{Gid:14619 Gname:AWP | 死神 (破损不堪) CnyPrice:15.00}
